"Achnanthes","Achnanthes joursacense","Achnanthes lanceolata","Amphora ovalis","Amphora pediculus","Anabolia nervosa","Ancylus fluviatilis","Anguilla anguilla","Aphelocheirus aestivalis","Asellus aquaticus","Baetis niger","Bithynia leachii","Caenis rivulorum","Calopteryx splendens","Ceratopogonidae","Chironomidae","Cocconeis placentula","CPOM","Cymatopleura solea","Cymbella lanceolata","Diatoma vulgaris","Dicranota","Ecdyonurus dispar","Elmis aenea","Empididae","Encyonema minutum","Encyonema silesiacum","Ephemera danica","Erpobdella octoculata","FPOM","Fragilaria elliptica","Fragilaria leptostauron","Fragilaria ulna","Fragilaria vaucheriae","Gammarus pulex","Gobio gobio","Gomphonema olivaceum","Gyrinidae","Heptagenia sulphurea","Hydracarina","Hydropsyche contubernalis","Hydropsyche instabilis","Hydropsyche pellucidula","Hydropsyche siltalai","Hydroptila","Lepidostoma hirtum","Leuciscus leuciscus","Leuctra geniculata","Limnius volckmari","Melosira varians","Navicula capitatoradiata","Navicula cryptotenella","Navicula gregaria","Navicula lanceolata","Navicula menisculus","Navicula pseudofrugalis","Navicula tripunctata","Nitzschia amphibia","Nitzschia dissipata","Nitzschia perminuta","Oligochaeta","Oulimnius tuberculatus","Piscicola geometra","Pisidium","Plectrocnemia conspersa","Polycentropus kingi","Rhithrogena semicolorata","Rhoicosphenia abbreviata","Rutilus rutilus","Salmo trutta","Sericostoma personatum","Serratella ignita","Silo pallipes","Simuliidae","Squalius cephalus","Surirella ovalis","Tabellaria flocculosa","Tanypodinae","Theodoxus fluviatilis","Thymallus thymallus","Tipulidae"
0,0,0,0,0,2996.2,2996.2,0,0,2996.2,2996.2,2996.2,2996.2,0,2996.2,2996.2,0,0,0,0,0,0,2996.2,2996.2,2996.2,0,0,2996.2,2996.2,0,0,0,0,0,2996.2,2996.2,0,2996.2,2996.2,0,2996.2,2996.2,2996.2,2996.2,2996.2,2996.2,2996.2,2996.2,2996.2,0,0,0,0,0,0,0,0,0,0,0,2996.2,2996.2,0,2996.2,0,2996.2,2996.2,0,0,0,2996.2,0,2996.2,2996.2,2996.2,0,0,0,2996.2,0,2996.2
0,0,0,0,0,476.82,476.82,0,0,476.82,476.82,476.82,476.82,0,476.82,476.82,0,0,0,0,0,0,476.82,476.82,476.82,0,0,476.82,476.82,0,0,0,0,0,476.82,476.82,0,476.82,476.82,0,476.82,476.82,476.82,476.82,476.82,476.82,476.82,476.82,476.82,0,0,0,0,0,0,0,0,0,0,0,476.82,476.82,0,476.82,0,476.82,476.82,0,0,0,476.82,0,476.82,476.82,476.82,0,0,0,476.82,0,476.82
0,0,0,0,0,47.57253405696,47.57253405696,0,0,47.57253405696,47.57253405696,47.57253405696,47.57253405696,0,47.57253405696,47.57253405696,0,0,0,0,0,0,47.57253405696,47.57253405696,47.57253405696,0,0,47.57253405696,47.57253405696,0,0,0,0,0,47.57253405696,47.57253405696,0,47.57253405696,47.57253405696,0,47.57253405696,47.57253405696,47.57253405696,47.57253405696,47.57253405696,47.57253405696,47.57253405696,47.57253405696,47.57253405696,0,0,0,0,0,0,0,0,0,0,0,47.57253405696,47.57253405696,0,47.57253405696,0,47.57253405696,47.57253405696,0,0,0,47.57253405696,0,47.57253405696,47.57253405696,47.57253405696,0,0,0,47.57253405696,0,47.57253405696
0,0,0,0,0,1066.56,1066.56,0,0,1066.56,1066.56,1066.56,1066.56,0,1066.56,1066.56,0,0,0,0,0,0,1066.56,1066.56,1066.56,0,0,1066.56,1066.56,0,0,0,0,0,1066.56,1066.56,0,1066.56,1066.56,0,1066.56,1066.56,1066.56,1066.56,1066.56,1066.56,1066.56,1066.56,1066.56,0,0,0,0,0,0,0,0,0,0,0,1066.56,1066.56,0,1066.56,0,1066.56,1066.56,0,0,0,1066.56,0,1066.56,1066.56,1066.56,0,0,0,1066.56,0,1066.56
0,0,0,0,0,37.185,37.185,0,0,37.185,37.185,37.185,37.185,0,37.185,37.185,0,0,0,0,0,0,37.185,37.185,37.185,0,0,37.185,37.185,0,0,0,0,0,37.185,37.185,0,37.185,37.185,0,37.185,37.185,37.185,37.185,37.185,37.185,37.185,37.185,37.185,0,0,0,0,0,0,0,0,0,0,0,37.185,37.185,0,37.185,0,0,37.185,0,0,0,37.185,0,37.185,37.185,37.185,0,0,0,37.185,0,37.185
0,0,0,0,0,28.674,28.674,0,0,28.674,28.674,28.674,28.674,0,28.674,28.674,0,0,0,0,0,0,28.674,28.674,28.674,0,0,28.674,28.674,0,0,0,0,0,28.674,28.674,0,28.674,28.674,0,28.674,28.674,28.674,28.674,28.674,28.674,28.674,28.674,28.674,0,0,0,0,0,0,0,0,0,0,0,28.674,28.674,0,28.674,0,0,28.674,0,0,0,28.674,0,28.674,28.674,28.674,0,0,0,28.674,0,28.674
0,0,0,0,0,9.276805837156,9.276805837156,0,0,9.276805837156,9.276805837156,9.276805837156,9.276805837156,0,9.276805837156,9.276805837156,0,0,0,0,0,0,9.276805837156,9.276805837156,9.276805837156,0,0,9.276805837156,9.276805837156,0,0,0,0,0,9.276805837156,9.276805837156,0,9.276805837156,9.276805837156,0,9.276805837156,9.276805837156,9.276805837156,9.276805837156,9.276805837156,9.276805837156,9.276805837156,9.276805837156,9.276805837156,0,0,0,0,0,0,0,0,0,0,0,9.276805837156,9.276805837156,0,9.276805837156,0,0,9.276805837156,0,0,0,9.276805837156,0,9.276805837156,9.276805837156,9.276805837156,0,0,0,9.276805837156,0,9.276805837156
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017326083632,0,0,0,0,0,0,0.017326083632,0,0.017326083632,0,0,0,0,0,0,0,0,0.017326083632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017326083632,0,0.017326083632,0.017326083632,0,0,0.017326083632,0.017326083632,0,0,0,0,0.017326083632,0,0,0.017326083632,0,0.017326083632,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001973842904,0,0,0,0,0,0,0,0,0,0.001973842904,0
0,0,0,0,0,0,0,0.032171148944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032171148944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032171148944,0,0.032171148944,0.032171148944,0,0,0,0.032171148944,0,0,0,0,0,0,0,0,0,0.032171148944,0
0,0,0,0,0,0,0,0.000479444072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479444072,0,0,0,0,0,0,0,0,0,0,0.000479444072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000479444072,0,0,0,0,0,0,0.000479444072,0,0,0,0,0.000479444072,0,0,0,0,0.000479444072,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055322715472,0,0,0,0,0,0,0,0,0,0,0.0055322715472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055322715472,0.0055322715472,0,0,0.0055322715472,0,0,0,0,0,0.0055322715472,0,0,0.0055322715472,0,0.0055322715472,0
0,0,0,0,0,0,0,0.0122394195136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122394195136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122394195136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122394195136,0,0,0.0122394195136,0,0,0.0122394195136,0.0122394195136,0,0,0,0,0,0,0,0,0,0.0122394195136,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012827583104,0,0,0,0,0,0,0,0,0,0,0.0012827583104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012827583104,0,0,0,0.0012827583104,0,0,0,0,0.0012827583104,0,0,0,0,0.0012827583104,0
0,0,0,0,0,54.963,54.963,0,0,54.963,54.963,54.963,54.963,0,54.963,54.963,0,0,0,0,0,0,54.963,54.963,54.963,0,0,54.963,54.963,0,0,0,0,0,54.963,54.963,0,54.963,54.963,0,54.963,54.963,54.963,54.963,54.963,54.963,54.963,54.963,54.963,0,0,0,0,0,0,0,0,0,0,0,54.963,54.963,0,54.963,0,0,54.963,0,0,0,54.963,0,54.963,54.963,54.963,0,0,0,54.963,0,54.963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14115400282308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.0153333341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153333341,0,0,0,0,0,0,0,0,0,0,0.0153333341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153333341,0,0,0,0,0,0,0.0153333341,0,0,0,0,0.0153333341,0,0,0,0,0.0153333341,0
0,0,0,0,0,0,0,0.013573053704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013573053704,0,0,0,0,0.013573053704,0.013573053704,0.013573053704,0.013573053704,0,0,0.013573053704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013573053704,0.013573053704,0,0,0,0,0.013573053704,0,0,0,0,0.013573053704,0
0,0,0,0,0,0,0,0.03564999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03564999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03564999984,0,0,0,0,0,0,0,0,0,0,0.03564999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03564999984,0,0,0,0,0.03564999984,0,0,0,0,0.03564999984,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017046201328,0,0,0,0,0,0,0,0,0,0.0017046201328,0
0,0,0,0,0,0,0,0.000587057376,0,0,0,0,0,0.000587057376,0,0,0,0,0,0,0,0.000587057376,0,0,0,0,0,0,0.000587057376,0,0,0,0,0,0.000587057376,0.000587057376,0,0,0,0.000587057376,0.000587057376,0.000587057376,0.000587057376,0.000587057376,0,0,0.000587057376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000587057376,0,0.000587057376,0,0,0,0.000587057376,0.000587057376,0,0,0,0,0.000587057376,0,0,0.000587057376,0,0.000587057376,0
0,0,0,0,0,0,0,0.057849994215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057849994215,0,0,0,0,0,0,0,0,0,0,0.057849994215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057849994215,0,0,0,0,0,0,0.057849994215,0,0,0,0,0.057849994215,0,0,0,0,0.057849994215,0
0,0,0,0,0,0,0,0,0,1051.56,0,1051.56,1051.56,0,1051.56,1051.56,0,0,0,0,0,0,1051.56,1051.56,1051.56,0,0,1051.56,1051.56,0,0,0,0,0,1051.56,1051.56,0,1051.56,1051.56,0,1051.56,1051.56,1051.56,1051.56,1051.56,1051.56,1051.56,1051.56,1051.56,0,0,0,0,0,0,0,0,0,0,0,1051.56,1051.56,0,1051.56,0,0,1051.56,0,0,0,1051.56,0,1051.56,1051.56,1051.56,0,0,0,1051.56,0,1051.56
0,0,0,0,0,0,0,0,0,0,0,0,1163.9,0,1163.9,0,0,0,0,0,0,0,1163.9,1163.9,1163.9,0,0,0,0,0,0,0,0,0,0,1163.9,0,1163.9,1163.9,0,1163.9,1163.9,1163.9,1163.9,1163.9,1163.9,1163.9,1163.9,1163.9,0,0,0,0,0,0,0,0,0,0,0,0,1163.9,0,0,0,0,1163.9,0,0,0,0,0,1163.9,0,1163.9,0,0,0,0,0,0
0,0,0,0,0,0.0388386471792,0,0.0388386471792,0,0,0,0,0,0.0388386471792,0,0,0,0,0,0,0,0.0388386471792,0,0,0.0388386471792,0,0,0,0.0388386471792,0,0,0,0,0,0.0388386471792,0.0388386471792,0,0.0388386471792,0,0.0388386471792,0.0388386471792,0.0388386471792,0.0388386471792,0.0388386471792,0,0,0.0388386471792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388386471792,0,0.0388386471792,0,0,0,0.0388386471792,0.0388386471792,0.0388386471792,0.0388386471792,0,0,0.0388386471792,0,0,0.0388386471792,0,0.0388386471792,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1388139832768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.2529999747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2529999747,0,0,0,0,0,0,0,0,0,0,0.2529999747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2529999747,0,0,0,0,0,0,0.2529999747,0,0,0,0,0.2529999747,0,0,0,0,0.2529999747,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023634410976,0,0,0,0,0,0,0.0023634410976,0,0,0,0,0,0,0,0,0,0,0.0023634410976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023634410976,0,0.0023634410976,0,0,0,0,0.0023634410976,0,0,0,0,0.0023634410976,0,0,0.0023634410976,0,0.0023634410976,0
