"Achnanthes lanceolata","Achnanthes minutissima","Acroloxus lacustris","Amphora pediculus","Ancylus fluviatilis","Antocha","Asellus aquaticus","Athripsodes","Baetis","Baetis rhodani","Baetis scambus","Baetis vernus","Barbatula barbatula","Caenis luctuosa","Caenis rivulorum","Calopteryx splendens","Calopteryx virgo","Chironomidae","Cocconeis placentula","Cottus gobio","CPOM","Dendrocoelum lacteum","Diatoma vulgaris","Elmis aenea","Encyonema silesiacum","Ephemera danica","Eunotia bilunaris","FPOM","Fragilaria capucina","Fragilaria fasciculata","Fragilaria ulna","Gammarus pulex","Gobio gobio","Goera pilosa","Gomphonema olivaceum","Gomphonema parvulum","Hydracarina","Hydropsyche pellucidula","Hydropsyche siltalai","Hydroptila","Ithytrichia","Lampetra planeri","Limnephilus lunatus","Limnius volckmari","Lype reducta","Navicula atomus","Navicula cryptotenella","Navicula lanceolata","Navicula minima","Navicula pupula","Navicula radiosa","Navicula seminulum","Navicula tripunctata","Nitzschia dissipata","Nitzschia palea","Nitzschia recta","Oligochaeta","Oulimnius troglodytes","Oulimnius tuberculatus","Phoxinus phoxinus","Physa fontinalis","Pisidium","Potamopyrgus antipodarum","Rhyacophila dorsalis","Salmo trutta","Sericostoma personatum","Serratella ignita","Silo nigricornis","Simuliidae","Sphaeromias","Squalius cephalus","Tanypodinae"
0,0,0.00102224592228,0,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0,0.00102224592228,0.00102224592228,0,0,0.00102224592228,0,0,0,0.00102224592228,0,0.00102224592228,0,0.00102224592228,0,0,0,0,0,0.00102224592228,0.00102224592228,0.00102224592228,0,0,0,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0,0,0,0,0,0,0,0,0,0,0,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0,0.00102224592228,0.00102224592228,0,0,0.00102224592228,0,0.00102224592228,0.00102224592228,0.00102224592228,0.00102224592228,0
0,0,0.02519989948476,0,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0,0.02519989948476,0.02519989948476,0,0,0.02519989948476,0,0,0,0.02519989948476,0,0.02519989948476,0,0.02519989948476,0,0,0,0,0,0.02519989948476,0.02519989948476,0.02519989948476,0,0,0,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0,0,0,0,0,0,0,0,0,0,0,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0,0.02519989948476,0.02519989948476,0,0,0.02519989948476,0,0.02519989948476,0.02519989948476,0.02519989948476,0.02519989948476,0
0,0,0.024371658174,0,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0,0.024371658174,0.024371658174,0,0,0.024371658174,0,0,0,0.024371658174,0,0.024371658174,0,0.024371658174,0,0,0,0,0,0.024371658174,0.024371658174,0.024371658174,0,0,0,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0,0.024371658174,0.024371658174,0,0,0,0,0,0,0,0,0,0,0,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0,0.024371658174,0.024371658174,0,0,0.024371658174,0,0.024371658174,0.024371658174,0.024371658174,0.024371658174,0
0,0,0.01085690267732,0,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0,0.01085690267732,0.01085690267732,0,0,0.01085690267732,0,0,0,0.01085690267732,0,0.01085690267732,0,0.01085690267732,0,0,0,0,0,0.01085690267732,0.01085690267732,0.01085690267732,0,0,0,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0,0.01085690267732,0.01085690267732,0,0,0,0,0,0,0,0,0,0,0,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0,0.01085690267732,0.01085690267732,0,0,0.01085690267732,0,0.01085690267732,0.01085690267732,0.01085690267732,0.01085690267732,0
0,0,0.001130995488766,0,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0,0.001130995488766,0.001130995488766,0,0,0.001130995488766,0,0,0,0.001130995488766,0,0.001130995488766,0,0.001130995488766,0,0,0,0,0,0.001130995488766,0.001130995488766,0.001130995488766,0,0,0,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0,0.001130995488766,0.001130995488766,0,0,0,0,0,0,0,0,0,0,0,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0,0.001130995488766,0.001130995488766,0,0,0.001130995488766,0,0.001130995488766,0.001130995488766,0.001130995488766,0.001130995488766,0
0,0,0,0,0,0,0,0,0,0,0,0,0.16245039764,0,0,0,0.16245039764,0,0,0.16245039764,0,0,0,0,0,0,0,0,0,0,0,0,0.16245039764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16245039764,0,0,0,0.16245039764,0.16245039764,0,0,0,0,0,0.16245039764,0.16245039764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01022019147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01022019147,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004173846975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004173846975,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.497483536847775,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01376755574,0,0.01376755574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01376755574,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037979388,0,0.037979388,0,0,0,0,0,0,0,0,0,0,0.037979388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037979388,0,0,0,0.037979388,0.037979388,0,0,0,0,0,0.037979388,0
0,0,0,0,0,0,0,0,0,0,0,0,0.67073061627,0,0,0,0.67073061627,0,0,0.67073061627,0,0.67073061627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67073061627,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227875968,0,0,0,0,0,0,0,0,0,0,0,0,0.00227875968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00227875968,0,0,0,0.00227875968,0.00227875968,0,0,0,0,0,0.00227875968,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6692836896834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6692836896834,0,0,0,0,0.6692836896834,0,0,0,0,0,0.6692836896834,0
0,0,0,0,0,0,0,0,0,0,0,0,0.01116325981,0,0,0,0,0,0,0.01116325981,0,0,0,0,0,0,0,0,0,0,0,0,0.01116325981,0,0,0,0,0.01116325981,0.01116325981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01116325981,0,0,0,0,0.01116325981,0,0,0,0,0,0.01116325981,0
0,0,0,0,0,0,0,0,0,0,0,0,0.10604248979,0,0,0,0,0,0,0.10604248979,0,0,0,0,0,0,0,0,0,0,0,0,0.10604248979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10604248979,0,0,0,0,0.10604248979,0,0,0,0,0,0.10604248979,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01506968695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01506968695,0,0,0,0,0,0,0
0,0,0,0,0,0.00961485668,0,0,0,0,0,0,0.00961485668,0,0,0.00961485668,0.00961485668,0,0,0.00961485668,0,0,0,0,0,0,0,0,0,0,0,0.00961485668,0.00961485668,0,0,0,0.00961485668,0.00961485668,0.00961485668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00961485668,0,0,0,0.00961485668,0.00961485668,0,0,0,0,0,0.00961485668,0.00961485668
0,0,0,0,0,0,0,0,0,0,0,0,0.00252985953,0,0,0,0,0,0,0.00252985953,0,0,0,0,0,0,0,0,0,0,0,0,0.00252985953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00252985953,0,0,0,0,0.00252985953,0,0,0,0,0,0.00252985953,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382510660866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382510660866,0,0,0,0,0,0.0382510660866,0
0,0,0,0,0,0.00409212972,0,0,0,0,0,0,0.00409212972,0,0,0.00409212972,0.00409212972,0,0,0.00409212972,0,0.00409212972,0,0,0,0,0,0,0,0,0,0.00409212972,0.00409212972,0,0,0,0.00409212972,0.00409212972,0.00409212972,0,0,0,0.00409212972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409212972,0,0,0,0.00409212972,0.00409212972,0.00409212972,0.00409212972,0,0,0,0.00409212972,0.00409212972
