"Achnanthes","Achnanthes lanceolata","Achnanthes minutissima","Anabolia nervosa","Ancylus fluviatilis","Anguilla anguilla","Asellus aquaticus","Athripsodes","Baetis buceratus","Baetis rhodani","Barbatula barbatula","Bithynia tentaculata","Caenis luctuosa","Calopteryx splendens","Chaetopteryx villosa","Chironomidae","Cocconeis placentula","Coronadinium","Cottus gobio","CPOM","Dicranota","Elmis aenea","Eloeophila","Encyonema minutum","Ephemera danica","Ephemera vulgata","Erpobdella octoculata","Eunotia tenella","FPOM","Fragilaria capucina","Fragilaria fasciculata","Frustulia rhomboides","Gammarus pulex","Gasterosteus aculeatus","Glossiphonia complanata","Goera pilosa","Gomphonema olivaceum","Gyrosigma acuminatum","Halesus radiatus","Helobdella stagnalis","Hydracarina","Hydropsyche pellucidula","Hydropsyche siltalai","Hydroptila","Hydroptilidae","Ithytrichia","Lepidostoma hirtum","Limnephilus lunatus","Limnius volckmari","Lype reducta","Melosira varians","Meridion circulare","Mystacides azurea","Navicula cryptocephala","Navicula cryptotenella","Navicula lanceolata","Navicula minima","Navicula reinhardtii","Navicula tripunctata","Nemoura avicularis","Nitzschia dissipata","Nitzschia recta","Oligochaeta","Orectochilus villosus","Oulimnius tuberculatus","Perca fluviatilis","Phoxinus phoxinus","Pisidium","Planorbis","Polycentropus flavomaculatus","Potamopyrgus antipodarum","Salmo trutta","Serratella ignita","Sialis lutaria","Simuliidae","Sphaeromias","Squalius cephalus","Tanypodinae","Tinodes waeneri","Triaenodes bicolor","Valvata piscinalis"
0,0,0,0,0,0.005002826675,0,0,0,0,0,0,0,0,0,0,0,0,0.005002826675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005002826675,0.005002826675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005002826675,0,0,0,0,0.005002826675,0,0,0,0,0.005002826675,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01258538956875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01258538956875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01258538956875,0,0,0,0,0,0,0,0,0
0,0,0,0.1046801515136,0.1046801515136,0,0.1046801515136,0.1046801515136,0,0,0,0.1046801515136,0.1046801515136,0,0.1046801515136,0.1046801515136,0,0,0,0,0,0.1046801515136,0.1046801515136,0,0.1046801515136,0.1046801515136,0.1046801515136,0,0,0,0,0,0.1046801515136,0.1046801515136,0,0.1046801515136,0,0,0.1046801515136,0,0,0.1046801515136,0.1046801515136,0.1046801515136,0.1046801515136,0.1046801515136,0.1046801515136,0,0.1046801515136,0.1046801515136,0,0,0.1046801515136,0,0,0,0,0,0,0.1046801515136,0,0,0,0.1046801515136,0.1046801515136,0,0.1046801515136,0.1046801515136,0.1046801515136,0.1046801515136,0.1046801515136,0,0,0.1046801515136,0.1046801515136,0.1046801515136,0.1046801515136,0,0.1046801515136,0.1046801515136,0.1046801515136
0,0,0,0.004885589320326,0.004885589320326,0,0.004885589320326,0.004885589320326,0,0,0,0.004885589320326,0.004885589320326,0,0.004885589320326,0.004885589320326,0,0,0,0,0.004885589320326,0.004885589320326,0.004885589320326,0,0.004885589320326,0.004885589320326,0.004885589320326,0,0,0,0,0,0.004885589320326,0.004885589320326,0,0.004885589320326,0,0,0.004885589320326,0,0,0.004885589320326,0.004885589320326,0.004885589320326,0.004885589320326,0.004885589320326,0.004885589320326,0,0.004885589320326,0.004885589320326,0,0,0.004885589320326,0,0,0,0,0,0,0.004885589320326,0,0,0,0.004885589320326,0.004885589320326,0,0.004885589320326,0.004885589320326,0.004885589320326,0.004885589320326,0.004885589320326,0,0,0.004885589320326,0.004885589320326,0.004885589320326,0.004885589320326,0,0.004885589320326,0.004885589320326,0.004885589320326
0,0,0,0,0,0.00492899355,0,0,0,0,0,0,0,0,0,0,0,0,0.00492899355,0,0,0,0,0,0,0,0.00492899355,0,0,0,0,0,0.00492899355,0.00492899355,0.00492899355,0,0,0,0,0.00492899355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00492899355,0,0,0,0,0.00492899355,0,0,0,0,0.00492899355,0,0,0,0
0,0,0,0.76991456115,0.76991456115,0,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0,0.76991456115,0.76991456115,0,0.76991456115,0.76991456115,0,0,0,0,0,0.76991456115,0.76991456115,0,0.76991456115,0.76991456115,0.76991456115,0,0,0,0,0,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0,0,0.76991456115,0,0,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0,0,0.76991456115,0,0,0,0,0,0,0.76991456115,0,0,0.76991456115,0.76991456115,0.76991456115,0,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0,0,0.76991456115,0.76991456115,0.76991456115,0.76991456115,0,0.76991456115,0.76991456115,0.76991456115
0,0,0,0.060961007555,0.060961007555,0,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0,0.060961007555,0.060961007555,0,0.060961007555,0.060961007555,0,0,0,0,0,0.060961007555,0.060961007555,0,0.060961007555,0.060961007555,0.060961007555,0,0,0,0,0,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0,0,0.060961007555,0,0,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0,0,0.060961007555,0,0,0,0,0,0,0.060961007555,0,0,0.060961007555,0.060961007555,0.060961007555,0,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0,0,0.060961007555,0.060961007555,0.060961007555,0.060961007555,0,0.060961007555,0.060961007555,0.060961007555
0,0,0,0.2574171810036,0.2574171810036,0,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0,0.2574171810036,0.2574171810036,0,0.2574171810036,0.2574171810036,0,0,0,0,0,0.2574171810036,0.2574171810036,0,0.2574171810036,0.2574171810036,0.2574171810036,0,0,0,0,0,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0,0,0.2574171810036,0,0,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0,0,0.2574171810036,0,0,0,0,0,0,0.2574171810036,0,0,0.2574171810036,0.2574171810036,0.2574171810036,0,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0,0,0.2574171810036,0.2574171810036,0.2574171810036,0.2574171810036,0,0.2574171810036,0.2574171810036,0.2574171810036
0,0,0,0.0029867029148,0.0029867029148,0,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0,0.0029867029148,0.0029867029148,0,0.0029867029148,0.0029867029148,0,0,0,0,0,0.0029867029148,0.0029867029148,0,0.0029867029148,0.0029867029148,0.0029867029148,0,0,0,0,0,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0,0,0.0029867029148,0,0,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0,0,0.0029867029148,0,0,0,0,0,0,0.0029867029148,0,0,0.0029867029148,0.0029867029148,0.0029867029148,0,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0,0,0.0029867029148,0.0029867029148,0.0029867029148,0.0029867029148,0,0.0029867029148,0.0029867029148,0.0029867029148
0,0,0,0.6832460632544,0.6832460632544,0,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0,0.6832460632544,0.6832460632544,0,0.6832460632544,0.6832460632544,0,0,0,0,0,0.6832460632544,0.6832460632544,0,0.6832460632544,0.6832460632544,0.6832460632544,0,0,0,0,0,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0,0,0.6832460632544,0,0,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0,0,0.6832460632544,0,0,0,0,0,0,0.6832460632544,0,0,0.6832460632544,0.6832460632544,0.6832460632544,0,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0,0,0.6832460632544,0.6832460632544,0.6832460632544,0.6832460632544,0,0.6832460632544,0.6832460632544,0.6832460632544
0,0,0,0.0384606474993,0.0384606474993,0,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0,0.0384606474993,0.0384606474993,0,0.0384606474993,0.0384606474993,0,0,0,0,0,0.0384606474993,0.0384606474993,0,0.0384606474993,0.0384606474993,0.0384606474993,0,0,0,0,0,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0,0,0.0384606474993,0,0,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0,0,0.0384606474993,0,0,0,0,0,0,0.0384606474993,0,0,0.0384606474993,0.0384606474993,0.0384606474993,0,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0,0,0.0384606474993,0.0384606474993,0.0384606474993,0.0384606474993,0,0.0384606474993,0.0384606474993,0.0384606474993
0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046587830625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046587830625,0,0,0.00046587830625,0,0.00046587830625,0,0.00046587830625,0,0,0.00046587830625,0,0,0,0
0,0,0,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,4.524743671125e-05,0,0,0,0,0,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,0,0,0,0,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,0,0,4.524743671125e-05,0,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,4.524743671125e-05,0,0,4.524743671125e-05,0,0,0,0,0,0,4.524743671125e-05,0,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,0,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05,0,4.524743671125e-05,4.524743671125e-05,4.524743671125e-05
0,0,0,0.082112616806,0.082112616806,0,0.082112616806,0.082112616806,0.082112616806,0.082112616806,0,0.082112616806,0.082112616806,0,0.082112616806,0.082112616806,0,0,0,0,0,0.082112616806,0.082112616806,0,0.082112616806,0.082112616806,0.082112616806,0,0,0,0,0,0.082112616806,0.082112616806,0.082112616806,0.082112616806,0,0,0.082112616806,0,0,0.082112616806,0.082112616806,0.082112616806,0.082112616806,0.082112616806,0.082112616806,0,0.082112616806,0.082112616806,0,0,0.082112616806,0,0,0,0,0,0,0.082112616806,0,0,0.082112616806,0.082112616806,0.082112616806,0,0.082112616806,0.082112616806,0.082112616806,0,0.082112616806,0,0,0.082112616806,0.082112616806,0.082112616806,0.082112616806,0,0.082112616806,0.082112616806,0.082112616806
0,0,0,0,0,0,0,0,0,0,0.1506529053125,0,0,0,0,0,0,0,0.1506529053125,0,0,0,0,0,0,0,0.1506529053125,0,0,0,0,0,0,0.1506529053125,0.1506529053125,0,0,0,0,0.1506529053125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1506529053125,0,0.1506529053125,0.1506529053125,0,0,0.1506529053125,0,0.1506529053125,0,0.1506529053125,0,0,0.1506529053125,0.1506529053125,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01374520755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01374520755,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08124830933125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08124830933125,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.069167431746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069167431746,0,0,0,0,0.069167431746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820148126628554,0,0,0,0,0.0820148126628554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820148126628554,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0575164153125,0,0,0,0,0,0,0,0,0,0,0,0,0.0575164153125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575164153125,0.0575164153125,0,0,0,0,0.0575164153125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575164153125,0,0,0,0,0.0575164153125,0,0,0,0,0.0575164153125,0,0,0,0
0,0,0,0,0,0.00079578838125,0,0,0,0,0,0,0,0,0,0,0,0,0.00079578838125,0,0,0,0,0,0,0,0.00079578838125,0,0,0,0,0,0,0.00079578838125,0.00079578838125,0,0,0,0,0.00079578838125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00079578838125,0,0,0,0,0.00079578838125,0,0,0,0,0.00079578838125,0,0,0,0
0,0,0,0,0,0.061032276425,0,0,0,0,0.061032276425,0,0,0,0,0,0,0,0.061032276425,0,0,0,0,0,0,0,0.061032276425,0,0,0,0,0,0,0.061032276425,0.061032276425,0,0,0,0,0.061032276425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061032276425,0,0,0.061032276425,0,0.061032276425,0,0.061032276425,0,0,0,0,0,0,0
0,0,0,0,0,0.5098888231875,0,0,0,0,0.5098888231875,0,0,0,0,0,0,0,0.5098888231875,0,0,0,0,0,0,0,0.5098888231875,0,0,0,0,0,0,0.5098888231875,0.5098888231875,0,0,0,0,0.5098888231875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5098888231875,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.042940367316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042940367316,0,0,0,0,0.042940367316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042940367316,0,0,0,0,0.042940367316,0,0,0,0,0.042940367316,0,0,0,0
0,0,0,0,0,0.0004051916375,0,0,0,0,0.0004051916375,0,0,0,0,0,0,0,0.0004051916375,0,0.0004051916375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004051916375,0,0,0,0,0.0004051916375,0,0,0,0,0.0004051916375,0,0,0,0
0,0,0,0,0,0.00273853343125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273853343125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00273853343125,0,0,0,0.00273853343125,0,0.00273853343125,0,0.00273853343125,0,0,0,0.00273853343125,0,0,0
0,0,0,0,0,0.0125509167875,0,0,0,0,0.0125509167875,0,0,0.0125509167875,0,0,0,0,0.0125509167875,0,0.0125509167875,0,0.0125509167875,0,0,0,0.0125509167875,0,0,0,0,0,0.0125509167875,0.0125509167875,0.0125509167875,0,0,0,0,0.0125509167875,0.0125509167875,0.0125509167875,0.0125509167875,0,0,0,0,0,0,0,0,0,0.0125509167875,0,0,0,0,0,0,0,0,0,0,0,0,0.0125509167875,0.0125509167875,0,0,0.0125509167875,0,0.0125509167875,0,0.0125509167875,0,0,0.0125509167875,0.0125509167875,0,0.0125509167875,0
0,0,0,0,0,0,0,0,0,0,0.00360878835625,0,0,0,0,0,0,0,0.00360878835625,0,0.00360878835625,0,0,0,0,0,0,0,0,0,0,0,0,0.00360878835625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360878835625,0.00360878835625,0,0,0.00360878835625,0,0.00360878835625,0,0.00360878835625,0,0,0.00360878835625,0,0,0,0
0,0,0,0,0,0.0044091743472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044091743472,0,0,0,0,0.0044091743472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044091743472,0,0,0,0,0.0044091743472,0,0,0,0
0,0,0,0.00881587659375,0,0.00881587659375,0,0,0,0,0.00881587659375,0,0,0.00881587659375,0.00881587659375,0,0,0,0.00881587659375,0,0.00881587659375,0,0.00881587659375,0,0,0,0.00881587659375,0,0,0,0,0,0.00881587659375,0.00881587659375,0.00881587659375,0,0,0,0.00881587659375,0.00881587659375,0.00881587659375,0.00881587659375,0.00881587659375,0,0,0,0,0.00881587659375,0,0,0,0,0.00881587659375,0,0,0,0,0,0,0,0,0,0,0.00881587659375,0,0.00881587659375,0.00881587659375,0,0,0.00881587659375,0,0.00881587659375,0.00881587659375,0.00881587659375,0,0,0.00881587659375,0.00881587659375,0,0.00881587659375,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009895415675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.0009897327,0,0,0,0,0,0,0,0,0,0,0,0,0.0009897327,0,0,0,0,0,0,0,0.0009897327,0,0,0,0,0,0.0009897327,0.0009897327,0.0009897327,0,0,0,0,0.0009897327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009897327,0,0,0,0,0.0009897327,0,0,0,0,0.0009897327,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039761270625,0,0,0,0,0,0,0,0,0
